species,date,plant,tissue type,HCN
P.auriculata,11/18/13,AUR garden 24h,new leaf,0.58429
P.auriculata,11/18/13,AUR garden 24h,new leaf,0.35147
P.auriculata,11/18/13,AUR garden alt 24h,new leaf,0.04119
P.auriculata,11/18/13,AUR garden alt 24h,new leaf,0.03547
P.auriculata,11/18/13,AUR garden alt 24h,new leaf,0.06953
P.auriculata,11/18/13,AUR garden alt 24h,new leaf,0.14395
P.auriculata,11/18/13,AUR garden alt 24h,new leaf,0.37772
P.auriculata,11/18/13,AUR garden alt 24h,new leaf,0.55275
P.auriculata,11/19/13,AUR garden 48h,new leaf,0.03627
P.auriculata,11/19/13,AUR garden 48h,new leaf,0.0587
P.auriculata,11/19/13,AUR garden 48h,new leaf,0.18315
P.auriculata,11/19/13,AUR garden 48h,new leaf,0.29103
P.auriculata,11/19/13,AUR garden 48h,new leaf,0.45814
P.auriculata,11/19/13,AUR garden 48h,new leaf,0.45139
P.auriculata,11/19/13,AUR garden alt 48h,new leaf,0.02554
P.auriculata,11/19/13,AUR garden alt 48h,new leaf,0.10542
P.auriculata,11/19/13,AUR garden alt 48h,new leaf,0.2164
P.auriculata,11/19/13,AUR garden alt 48h,new leaf,0.4032
P.auriculata,11/19/13,AUR garden alt 48h,new leaf,0.70153
P.coriacea,11/22/13,COR garden 0h,new leaf,2.374
P.coriacea,11/22/13,COR garden 0h,new leaf,1.087
P.coriacea,11/22/13,COR garden 0h,new leaf,1.081
P.coriacea,11/22/13,COR garden 1.5h,new leaf,1.53036
P.coriacea,11/23/13,COR garden 24h,new leaf,1.62662
P.coriacea,11/23/13,COR garden 24h,new leaf,1.36855
P.coriacea,11/23/13,COR garden 24h,new leaf,1.96222
P.coriacea,11/23/13,COR garden 24h,new leaf,2.44015
P.coriacea,11/23/13,COR garden alt 24h,new leaf,2.85399
P.coriacea,11/23/13,COR garden alt 24h,new leaf,2.152
P.coriacea,11/23/13,COR garden alt 24h,new leaf,2.12303
P.coriacea,11/23/13,COR garden alt 24h,new leaf,2.28247
P.coriacea,11/24/13,COR garden 48h,new leaf,1.81508
P.coriacea,11/24/13,COR garden 48h,new leaf,2.20106
P.coriacea,11/24/13,COR garden alt 48h,new leaf,3.71898
P.coriacea,11/24/13,COR garden alt 48h,new leaf,2.19847
P.coriacea,11/24/13,COR garden old intact,old leaf,1.26878
P.coriacea,11/24/13,COR garden old intact,old leaf,1.14637
P.coriacea,11/24/13,COR garden old intact,old leaf,1.17401
P.coriacea,11/24/13,COR garden old intact,old leaf,1.39005
P.biflora,11/25/13,BI garden 0h,new leaf,4.14955
P.biflora,11/25/13,BI garden 0h,new leaf,3.40476
P.biflora,11/25/13,BI garden 0h,new leaf,2.50446
P.biflora,11/25/13,BI garden 0h,new leaf,2.07088
P.biflora,11/25/13,BI garden 0h,new leaf,1.46594
P.biflora,11/25/13,BI garden 0h,new leaf,1.34772
P.biflora,11/26/13,BI garden 24h,new leaf,3.55676
P.biflora,11/26/13,BI garden 24h,new leaf,2.55357
P.biflora,11/26/13,BI garden 24h,new leaf,2.95982
P.biflora,11/26/13,BI garden 24h,new leaf,3.11458
P.biflora,11/26/13,BI garden 24h,new leaf,1.60986
P.biflora,11/26/13,BI garden 24h,new leaf,1.74864
P.biflora,11/26/13,BI garden alt 24h,new leaf,3.51858
P.biflora,11/26/13,BI garden alt 24h,new leaf,3.18199
P.biflora,11/26/13,BI garden alt 24h,new leaf,2.6245
P.biflora,11/26/13,BI garden alt 24h,new leaf,2.11582
P.biflora,11/26/13,BI garden alt 24h,new leaf,1.66691
P.biflora,11/26/13,BI garden alt 24h,new leaf,1.51323
P.biflora,11/27/13,BI garden 48h,new leaf,4.82785
P.biflora,11/27/13,BI garden 48h,new leaf,2.99554
P.biflora,11/27/13,BI garden 48h,new leaf,2.56953
P.biflora,11/27/13,BI garden 48h,new leaf,2.145
P.biflora,11/27/13,BI garden 48h,new leaf,1.4792
P.biflora,11/27/13,BI garden 48h,new leaf,0.91199
P.biflora,11/27/13,BI garden alt 48h,new leaf,3.88508
P.biflora,11/27/13,BI garden alt 48h,new leaf,2.92317
P.biflora,11/27/13,BI garden alt 48h,new leaf,2.0581
P.biflora,11/27/13,BI garden alt 48h,new leaf,1.37758
P.biflora,11/27/13,BI garden alt 48h,new leaf,1.69088
P.biflora,11/27/13,BI garden alt 48h,new leaf,1.36384
P.biflora,11/28/13,BI garden,mature leaf,4.00446
P.biflora,11/28/13,BI garden,mature leaf,2.62197
P.biflora,11/28/13,BI garden,mature leaf,2.7914
P.biflora,11/28/13,BI garden,mature leaf,3.73916
P.biflora,11/28/13,BI garden,mature leaf,2.97433
P.biflora,11/28/13,BI garden,mature leaf,4.17083
P.biflora,1/14/14,BI garden,new leaf,2.61741
P.biflora,1/14/14,BI garden,new leaf,1.22359
P.biflora,1/14/14,BI garden,new leaf,2.52582
P.biflora,1/14/14,BI garden,new leaf,3.09621
P.biflora,1/14/14,BI garden,new leaf,2.70378
P.biflora,1/14/14,BI garden,new leaf,3.06429
P.biflora,1/14/14,BI garden,mature leaf,2.55357
P.biflora,1/14/14,BI garden,mature leaf,2.46845
P.biflora,1/14/14,BI garden,mature leaf,2.30948
P.quadrangularis,1/15/14,QUA garden,new leaf,1.08036
P.quadrangularis,1/15/14,QUA garden,new leaf,0.74017
P.quadrangularis,1/15/14,QUA garden,new leaf,0.99667
P.quadrangularis,1/15/14,QUA garden,new leaf,0.57337
P.quadrangularis,1/15/14,QUA garden,new leaf,0.64845
P.quadrangularis,1/15/14,QUA garden,mature leaf,0.6754
P.biflora,1/15/14,BI garden 24h,new leaf,3.48456
P.biflora,1/15/14,BI garden 24h,new leaf,3.65425
P.biflora,1/15/14,BI garden 24h,new leaf,2.78571
P.biflora,1/15/14,BI garden 24h,new leaf,3.00512
P.biflora,1/15/14,BI garden 24h,new leaf,3.52994
P.biflora,1/15/14,BI garden 24h,mature leaf,2.26526
P.biflora,1/15/14,BI garden 24h,mature leaf,2.31764
P.biflora,1/15/14,BI garden 24h,mature leaf,2.12363
P.biflora,1/15/14,BI garden 24h,mature leaf,1.7582
P.biflora,1/15/14,BI garden 24h,new leaf,2.64477
P.biflora,1/15/14,BI garden 24h,new leaf,2.12798
P.biflora,1/15/14,BI garden 24h,new leaf,2.97252
P.biflora,1/15/14,BI garden 24h,new leaf,2.50797
P.biflora,1/15/14,BI garden 24h,new leaf,3.39901
P.biflora,1/15/14,BI garden 24h,mature leaf,1.81942
P.biflora,1/15/14,BI garden 24h,mature leaf,2.17634
P.biflora,1/15/14,BI garden 24h,mature leaf,2.14571
P.biflora,1/15/14,BI garden 24h,mature leaf,1.75149
P.biflora,1/16/14,BI garden 48h,new leaf,2.27693
P.biflora,1/16/14,BI garden 48h,new leaf,2.57037
P.biflora,1/16/14,BI garden 48h,new leaf,2.18878
P.biflora,1/16/14,BI garden 48h,mature leaf,1.94878
P.biflora,1/16/14,BI garden 48h,mature leaf,1.5139
P.biflora,1/16/14,BI garden 48h,mature leaf,1.46979
P.biflora,1/16/14,BI garden 48h,new leaf,1.33482
P.biflora,1/16/14,BI garden 48h,new leaf,2.23438
P.biflora,1/16/14,BI garden 48h,new leaf,2.06638
P.biflora,1/16/14,BI garden 48h,mature leaf,0.97279
P.biflora,1/16/14,BI garden 48h,mature leaf,1.88998
P.biflora,1/16/14,BI garden 48h,mature leaf,1.20585
P.ambigua,2/6/14,NIT? STR 1450,old leaf,0.20832
P.ambigua,2/6/14,NIT? STR 1450,new leaf,0.19463
P.ambigua,2/6/14,NIT? STR 1450,new leaf,0.31443
P.pittieri,2/8/14,PIT SUR 914s,mature leaf,11.59747
P.pittieri,2/8/14,PIT SUR 914s,mature leaf,24.44909
P.ambigua,2/15/14,AMB garden ,new leaf,0.77381
P.ambigua,2/15/14,AMB garden ,new leaf,0.4104
P.ambigua,2/15/14,AMB garden ,new leaf,1.15801
P.ambigua,2/15/14,AMB garden ,new leaf,0.35466
P.ambigua,2/15/14,AMB garden ,new leaf,0.61179
P.ambigua,2/15/14,AMB garden ,new leaf,0.69159
P.ambigua,2/15/14,AMB garden ,new leaf,0.1824
P.ambigua,2/15/14,AMB garden ,new leaf,0.25781
P.ambigua,2/15/14,AMB garden ,mature leaf,0.68482
P.ambigua,2/17/14,AMB garden ,new leaf,0.38304
P.ambigua,2/17/14,AMB garden ,new leaf,0.1596
P.ambigua,2/17/14,AMB garden ,new leaf,0.217
P.ambigua,2/17/14,AMB garden ,new leaf,0.14941
P.ambigua,2/17/14,AMB garden ,new leaf,0.69272
P.ambigua,2/17/14,AMB garden ,new leaf,0.833
P.ambigua,2/17/14,AMB garden ,new leaf,1.15856
P.ambigua,2/17/14,AMB garden ,mature leaf,0.69643
P.ambigua,2/17/14,AMB garden ,mature leaf,1.132
P.ambigua,2/23/14,AMB garden ,new leaf,0.13362
P.ambigua,2/23/14,AMB garden ,new leaf,0.67595
P.ambigua,2/23/14,AMB garden ,new leaf,0.32571
P.ambigua,2/23/14,AMB garden ,new leaf,0.23451
P.ambigua,2/23/14,AMB garden ,new leaf,0.74888
P.ambigua,2/23/14,AMB garden ,mature leaf,0.88874
P.ambigua,2/23/14,AMB garden ,mature leaf,1.01515
P.ambigua,2/23/14,AMB garden ,mature leaf,0.92567
P.ambigua,2/23/14,AMB garden ,mature leaf,0.57581
P.auriculata,2/24/14,AUR garden,mature leaf,0.42779
P.auriculata,2/24/14,AUR garden,mature leaf,0.29965
P.auriculata,2/24/14,AUR garden,mature leaf,0.44688
P.auriculata,2/24/14,AUR garden,new leaf,0.2128
P.auriculata,2/24/14,AUR garden,new leaf,0.30179
P.auriculata,2/24/14,AUR garden,new leaf,0.15266
P.auriculata,2/24/14,AUR garden,new leaf,0.0815
P.auriculata,2/24/14,AUR garden,mature leaf,0.24155
P.auriculata,2/24/14,AUR garden,mature leaf,0.28306
P.auriculata,2/24/14,AUR garden,mature leaf,0.33469
P.auriculata,2/24/14,AUR garden,mature leaf,0.47999
P.auriculata,2/24/14,AUR garden,mature leaf,0.66537
P.ambigua,2/25/14,AMB garden - 10d,new leaf,0.14331
P.ambigua,2/25/14,AMB garden - 10d,new leaf,0.19812
P.ambigua,2/25/14,AMB garden - 10d,new leaf,0.68167
P.ambigua,2/25/14,AMB garden - 10d,mature leaf,0.2912
P.ambigua,2/25/14,AMB garden - 10d,mature leaf,0.49453
P.ambigua,2/25/14,AMB garden - 10d,mature leaf,1.138
P.ambigua,2/25/14,AMB garden - 10d,mature leaf,0.81714
P.ambigua,2/25/14,AMB garden - 10d,mature leaf,0.95759
P.ambigua,2/25/14,AMB garden - 10d,mature leaf,0.6087
P.quadrangularis,2/28/14,QUA garden lateral 4 cm2,new leaf,1.77838
P.quadrangularis,2/28/14,QUA garden lateral 4 cm2,new leaf,1.55267
P.quadrangularis,2/28/14,QUA garden lateral 4 cm2,new leaf,0.94401
P.quadrangularis,2/28/14,QUA garden lateral 4 cm2,new leaf,0.56875
P.quadrangularis,2/28/14,QUA garden lateral 4 cm2,new leaf,0.83162
P.quadrangularis,2/28/14,QUA garden lateral 4 cm2,mature leaf,1.06902
P.quadrangularis,2/28/14,QUA garden lateral 4 cm2,new leaf,2.02475
P.quadrangularis,2/28/14,QUA garden lateral 4 cm2,new leaf,1.69858
P.quadrangularis,2/28/14,QUA garden lateral 4 cm2,mature leaf,1.12972
P.quadrangularis,3/1/14,QUA garden 24h,new leaf,1.90853
P.quadrangularis,3/1/14,QUA garden 24h,new leaf,2.41087
P.quadrangularis,3/1/14,QUA garden 24h,new leaf,1.19529
P.quadrangularis,3/1/14,QUA garden 24h,new leaf,0.88011
P.quadrangularis,3/1/14,QUA garden 24h,new leaf,1.05599
P.quadrangularis,3/1/14,QUA garden 24h,new leaf,1.15675
P.quadrangularis,3/1/14,QUA garden 24h,new leaf,0.8271
P.quadrangularis,3/1/14,QUA garden 24h,new leaf,0.87483
P.quadrangularis,3/1/14,QUA garden 24h,mature leaf,1.38831
P.biflora,3/15/14,BI garden,mature leaf,0.46912
P.biflora,3/15/14,BI garden,mature leaf,0.4032
P.auriculata,9/16/14,AUR garden,mature leaf,0.18936
P.auriculata,9/16/14,AUR garden,new leaf,0.36918
P.auriculata,9/16/14,AUR garden,new leaf,0.83825
P.auriculata,9/17/14,AUR CAZ 400 w sara eggs,new leaf,0.22878
P.auriculata,9/17/14,AUR CAZ 500 w sara eggs,new leaf,0.06118
P.biflora,9/17/14,BI CAZ 100 YYL feeding,new leaf,3.39987
P.biflora,9/17/14,BI SAZ 1070 Dis+YYL,new leaf,2.01474
P.biflora,9/17/14,BI CAZ 100 no FB feeding,new leaf,3.70452
P.menispermifolia,9/18/14,MEN garden 11.4cm long,new leaf,6.30344
P.pittieri,9/18/14,PIT garden 12cm long,new leaf,6.19392
P.coriacea,9/18/14,COR garden 13cm long,new leaf,1.64261
P.arbelaezii,9/18/14,ARB garden 2.5cm long,new leaf,2.41529
P.quadrangularis,9/18/14,QUA garden 16cm long,new leaf,0.54766
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.15154
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.33107
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.06723
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.09534
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.0097
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.71464
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.02972
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.0186
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.08495
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.38434
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.21292
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.40467
P.auriculata,9/20/14,Aur. BD STR trail,new leaf,0.09475
P.auriculata,9/20/14,AUR SP3 FB ,new leaf,0.02591
P.auriculata,9/19/14,AUR FB herbivory 1,new leaf,0.09148
P.auriculata,9/19/14,AUR FB herbivory 2,new leaf,0.11603
P.auriculata,9/19/14,FB herbivory 1,new leaf,0.10851
P.auriculata,9/19/14,FB herbivory 2,new leaf,0.02598
P.auriculata,9/19/14,FB herbivory 3,new leaf,0.00907
P.auriculata,9/19/14,FB herbivory 4,new leaf,0.35002
P.auriculata,9/19/14,FB Herbivory 1,new leaf,0.03517
P.auriculata,9/19/14,FB Herbivory 5,new leaf,0.21157
P.auriculata,9/19/14,FB Herbivory 6,new leaf,0.04254
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.23121
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.1114
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.27969
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.13606
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.38197
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.10374
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.05845
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.10723
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.15306
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.0806
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.12784
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.01753
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.09186
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.06664
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.01362
P.auriculata,9/20/14,Aur. Control STR trail,new leaf,0.00703
P.auriculata,9/20/14,AUR Control STR trail,new leaf,0.09851
P.auriculata,9/19/14,AUR control 1,new leaf,0.25306
P.auriculata,9/19/14,AUR control 2,new leaf,0.10249
P.auriculata,9/19/14,Control 1,new leaf,0.42973
P.auriculata,9/19/14,Control 2,new leaf,0.0574
P.auriculata,9/19/14,Control 3,new leaf,0.48605
P.auriculata,9/19/14,Control 1,new leaf,0.18468
P.auriculata,9/19/14,Control 2,new leaf,0.31027
P.auriculata,9/19/14,Control 3,new leaf,0.21981
P.auriculata,9/20/14,Aur. BFD STR trail,new leaf,0.07411
P.auriculata,9/20/14,Aur. BFD STR trail,new leaf,0.07561
P.auriculata,9/20/14,Aur. BFD STR trail,new leaf,0.29947
P.auriculata,9/20/14,Aur. BFD STR trail,new leaf,0.03675
P.auriculata,9/20/14,Aur. BFD STR trail,new leaf,0.20599
P.auriculata,9/20/14,AUR HB STR trail,new leaf,0.38327
P.auriculata,9/20/14,AUR HB STR trail,new leaf,0.16881
P.auriculata,9/20/14,AUR HB STR trail,new leaf,1.19605
P.auriculata,9/20/14,AUR HB STR trail,new leaf,0.17232
P.auriculata,9/20/14,AUR HB STR trail,new leaf,0.07411
P.auriculata,9/20/14,AUR HB STR trail,new leaf,0.08275
P.auriculata,9/20/14,AUR HB STR trail,new leaf,0.2996
P.auriculata,9/20/14,AUR STR trail HB,new leaf,0.11556
P.auriculata,9/20/14,AUR STR trail HB,new leaf,0.03211
P.auriculata,9/19/14,AUR H eggs 1,new leaf,0.10727
P.auriculata,9/19/14,H eggs 1,new leaf,0.08068
P.auriculata,9/19/14,H eggs 2,new leaf,0.34499
P.auriculata,9/19/14,FB treatment 1,new leaf,0.41945
P.auriculata,9/19/14,FB treatment 2,new leaf,0.13903
P.auriculata,9/19/14,FB treatment 1,new leaf,0.05088
P.auriculata,9/19/14,FB treatment 2,new leaf,0.13603
P.auriculata,9/19/14,FB Treatment 1,new leaf,1.34316
P.auriculata,9/19/14,FB Treatment 2,new leaf,0.08093
P.auriculata,9/19/14,FB Treatment 3,new leaf,0.26776
P.auriculata,9/19/14,FB Treatment 4,new leaf,0.31377
P.auriculata,9/20/14,AUR FB Plot 3S Treat #1,new leaf,0.9267
P.auriculata,9/20/14,AUR FB Plot 4N Treat #2,new leaf,0.32453
P.auriculata,9/20/14,AUR FB Plot 4N Treat #3,new leaf,0.63291
P.auriculata,9/20/14,AUR FB Pot 4N Treat #4,new leaf,0.34396
P.auriculata,9/20/14,AUR FB Corner of Plot 1SE Treat #1,new leaf,0.03488
P.auriculata,9/20/14,AUR FB Plot 1S Treat #2,new leaf,0.1531
P.auriculata,9/20/14,AUR FB Plot1S Treat #1,new leaf,0.51637
P.auriculata,9/20/14,AUR Plot 25 FB Treat #2,new leaf,0.02903
P.auriculata,9/20/14,AUR Plot 3N FB Treat #1,new leaf,0.04453
P.auriculata,9/19/14,H treatment 1,new leaf,0.1386
P.auriculata,9/19/14,H treatment 2,new leaf,0.3506
P.auriculata,9/19/14,H treatment 1,new leaf,0.0248
P.auriculata,9/19/14,H treatment 2,new leaf,0.38791
P.auriculata,9/19/14,H treatment 3,new leaf,0.04812
P.auriculata,9/19/14,H treatment 2,new leaf,0.03764
P.auriculata,9/19/14,H treatment 3,new leaf,0.04442
P.auriculata,9/20/14,AUR HB Plot 3N Treat #1,new leaf,0.01172
P.auriculata,9/20/14,AUR HB Plot 3N Treat #3,new leaf,0.06081
P.auriculata,9/20/14,AUR HB Plot 4N Treat #1,new leaf,0.04843
P.auriculata,9/20/14,AUR HB Plot 3S Treat #2,new leaf,0.168
P.auriculata,9/20/14,AUR HB Plot 4N Treat #3,new leaf,0.17587
P.auriculata,9/20/14,AUR HB Plot 1S Treat #1,new leaf,0.15463
P.auriculata,9/20/14,AUR HB Plot 1S Treat #2,new leaf,0.34328
P.auriculata,9/20/14,AUR Plot 3N HB Treat #2,new leaf,0.42423
P.ambigua,8/20/15,AMB garden leaf#4 tip 60,new leaf,0.29881
P.ambigua,8/20/15,AMB garden leaf#7 tip 60,new leaf,0.39875
P.ambigua,8/20/15,AMB garden leaf#4 tip 95,new leaf,0.17151
P.ambigua,8/20/15,AMB garden leaf#7 tip 95,new leaf,0.30975
P.auriculata,8/21/15,AUR garden lf#1,new leaf,0.1363
P.auriculata,8/21/15,AUR garden lf#3,new leaf,0.07975
P.auriculata,8/21/15,AUR garden lf#5,new leaf,0.04548
P.menispermifolia,8/21/15,MEN garden #1,new leaf,4.814
P.menispermifolia,8/21/15,MEN garden #3,new leaf,7.94842
P.menispermifolia,8/21/15,MEN garden #5,new leaf,5.16476
P.quadrangularis,8/21/15,QUA garden #1,new leaf,1.53326
P.quadrangularis,8/21/15,QUA garden #3,new leaf,2.14312
P.quadrangularis,8/21/15,QUA garden #5,new leaf,1.21139
P.pittieri,8/21/15,PIT garden #1*FB dam,new leaf,0.957
P.pittieri,8/21/15,PIT garden #3*FB dam,new leaf,1.073
P.pittieri,8/21/15,PIT garden #5*FB dam,new leaf,1.41395
P.pittieri,8/21/15,PIT garden #9*FB dam,new leaf,1.131
P.pittieri,8/21/15,PIT garden #14*FB dam,new leaf,2.81471
P.pittieri,8/21/15,PIT garden Mature*FB dam,mature leaf,5.34705
P.coriacea,8/24/15,COR garden #2,new leaf,1.14741
P.coriacea,8/24/15,COR garden #4,new leaf,1.58749
P.coriacea,8/24/15,COR garden #6,mature leaf,1.98066
P.arbelaezii,8/25/15,ARB garden #4,new leaf,3.15013
P.arbelaezii,8/25/15,ARB garden #14,new leaf,4.2746
P.arbelaezii,8/25/15,ARB garden mature leaf,mature leaf,2.69378
P.biflora,8/25/15,BI garden #1,new leaf,8.56392
P.biflora,8/25/15,BI garden mature leaf,mature leaf,0.54418
P.biflora,8/25/15,BI garden #4,new leaf,2.0416
P.pittieri,8/29/15,PIT SUR 620 #1,new leaf,3.30096
P.pittieri,8/29/15,PIT SUR 620 #14,new leaf,4.05318
P.pittieri,8/29/15,PIT SUR 620 mature leaf,mature leaf,2.755
P.biflora,9/4/15,BI outer gate #1,new leaf,8.85544
P.biflora,9/4/15,BI outer gate #3,new leaf,7.37528
P.biflora,9/4/15,BI outer gate #5,new leaf,5.5825
P.biflora,9/4/15,BI outer gate #7,new leaf,3.58875
P.biflora,9/4/15,BI outer gate #9,new leaf,3.9875
P.biflora,9/4/15,BI outer gate #11,new leaf,3.87357
P.pittieri,9/9/15,PIT SOR 203n #1,new leaf,2.50474
P.pittieri,9/9/15,PIT SOR 203n #3,new leaf,2.838
P.pittieri,9/9/15,PIT SOR 203n #5,new leaf,2.465
P.pittieri,9/9/15,PIT SOR 203n #7,new leaf,2.33933
P.pittieri,9/9/15,PIT SOR 203n #9,new leaf,2.77986
P.pittieri,9/9/15,PIT SOR 203n #11,new leaf,2.18743
P.pittieri,9/9/15,PIT SOR 203n #13,new leaf,2.784
P.pittieri,9/9/15,PIT SOR 203n ,mature leaf,2.958
P.pittieri,9/9/15,PIT SOR 203n,mature leaf,2.27288
P.pittieri,9/9/15,PIT garden #1 sun,new leaf,4.66017
P.pittieri,9/9/15,PIT garden #3 sun,new leaf,5.16381
P.pittieri,9/9/15,PIT garden #5 sun,new leaf,8.74296
P.pittieri,9/9/15,PIT garden #7 sun,new leaf,8.5492
P.pittieri,9/9/15,PIT garden #10 shade,new leaf,7.44333
P.pittieri,9/9/15,PIT garden #12 shade,new leaf,8.08759
P.pittieri,9/9/15,PIT garden #14 shade,new leaf,5.38313
P.pittieri,9/9/15,PIT garden #16 shade,new leaf,7.12896
P.pittieri,9/9/15,PIT garden #18 shade,new leaf,6.89838
P.biflora,9/12/15,BI STR 2850s new #5,new leaf,1.508
P.biflora,9/12/15,BI STR 2850s new #10,new leaf,0.7656
P.auriculata,9/12/15,AUR STR 2850s M,mature leaf,0.06317
P.auriculata,9/13/15,AUR SP1 S FB holes + sara L,new leaf,0.20347
P.auriculata,9/13/15,AUR garden #1,new leaf,0.25856
P.auriculata,9/13/15,AUR garden #5,new leaf,0.39688
P.auriculata,9/15/15,AUR garden #2 1/2 size,new leaf,0.2655
P.auriculata,9/15/15,AUR garden #4 full  size,new leaf,0.39522
P.auriculata,9/15/15,AUR garden mature,mature leaf,0.23827
P.auriculata,9/15/15,AUR garden #1 1/2 size,mature leaf,0.44432
P.auriculata,9/15/15,AUR garden #3 full size,new leaf,0.17837
P.auriculata,9/15/15,AUR garden mature,mature leaf,0.62465
P.auriculata,9/15/15,AUR garden #1 1/2 size,new leaf,0.25396
P.auriculata,9/15/15,AUR garden #3 full size,new leaf,0.21185
P.auriculata,9/15/15,AUR garden mature,mature leaf,0.67104
P.auriculata,9/16/15,AUR garden #2 1/2 size,new leaf,0.17668
P.auriculata,9/16/15,AUR garden #4  full size,new leaf,0.3037
P.auriculata,9/16/15,AUR garden mature,mature leaf,0.1798
P.auriculata,9/17/15,AUR boat ramp #2 1/2 size,new leaf,0.04029
P.auriculata,9/17/15,AUR boat ramp #4  full size,new leaf,0.02127
P.auriculata,9/17/15,AUR boat ramp mature,mature leaf,0.01
P.auriculata,9/17/15,AUR boat ramp full size redo,new leaf,0.0618
P.auriculata,9/17/15,AUR boat ramp mature redo,mature leaf,0.05072
P.auriculata,9/17/15,AUR boat ramp #1 1/2 size,new leaf,0.009
P.auriculata,9/17/15,AUR boat ramp #3 full  size,new leaf,0.02475
P.auriculata,9/17/15,AUR boat ramp mature,mature leaf,0.08743
P.auriculata,9/17/15,AUR boat ramp #1 1/2 size,new leaf,0.01
P.auriculata,9/17/15,AUR boat ramp #3 full size,new leaf,0.011
P.auriculata,9/17/15,AUR boat ramp mature,mature leaf,0.03514
P.auriculata,9/17/15,AUR boat ramp #1 1/2 size,new leaf,0.0163
P.auriculata,9/17/15,AUR boat ramp #3 full size,new leaf,0.04591
P.auriculata,9/17/15,AUR boat ramp mature,mature leaf,0.1677
P.auriculata,9/17/15,AUR boat ramp #1 1/2 size,new leaf,0.011
P.auriculata,9/17/15,AUR boat ramp #3 full size,new leaf,0.01794
P.auriculata,9/17/15,AUR boat ramp mature,mature leaf,0.11658
P.auriculata,9/18/15,AUR SP1 plant A #2,new leaf,0.02454
P.auriculata,9/18/15,AUR SP1 plant A #4,new leaf,0.03178
P.auriculata,9/18/15,AUR SP1 plant A Mature,mature leaf,0.00851
P.auriculata,9/18/15,AUR SP1 plant A #2 redo,new leaf,0.08932
P.auriculata,9/18/15,AUR SP1 plant A #4 redo,new leaf,0.08573
P.auriculata,9/18/15,AUR SP1 plant A M redo,mature leaf,0.03918
P.auriculata,9/18/15,AUR SP1 plant A #2,new leaf,0.04977
P.auriculata,9/18/15,AUR SP1 plant A #4,new leaf,0.07723
P.auriculata,9/18/15,AUR SP1 plant A mature leaf,mature leaf,0.09288
P.auriculata,9/18/15,AUR SP1 plant A #2,new leaf,0.13799
P.auriculata,9/18/15,AUR SP1 plant A #4,new leaf,0.06463
P.auriculata,9/18/15,AUR SP1 plant A mature leaf,mature leaf,0.27399
P.auriculata,9/18/15,AUR SP1 plant A #2,new leaf,0.09055
P.auriculata,9/18/15,AUR SP1 plant A #4,new leaf,0.013
P.auriculata,9/18/15,AUR SP1 plant A mature leaf,mature leaf,0.012
P.auriculata,9/18/15,AUR SP1 plant A #2,new leaf,0.03122
P.auriculata,9/18/15,AUR SP1 plant A #4,new leaf,0.07947
P.auriculata,9/18/15,AUR SP1 plant B #2,new leaf,0.015
P.auriculata,9/18/15,AUR SP1 plant B #4,new leaf,0.006
P.auriculata,9/18/15,AUR SP1 plant B M,mature leaf,0.006
P.auriculata,9/18/15,AUR SP1 plant B #2,new leaf,0.005
P.auriculata,9/18/15,AUR SP1 plant B #4,new leaf,0.00554
P.auriculata,9/18/15,AUR SP1 plant B M,mature leaf,0.00695
P.auriculata,9/18/15,AUR SP1 plant B #2,new leaf,0.13445
P.auriculata,9/18/15,AUR SP1 plant B #4,new leaf,0.29427
P.auriculata,9/18/15,AUR SP1 plant B M,mature leaf,0.26614
P.auriculata,9/18/15,AUR SP1 plant B #2,new leaf,0.01042
P.auriculata,9/18/15,AUR SP1 plant B #4,new leaf,0.05751
P.auriculata,9/18/15,AUR SP1 plant B M,mature leaf,0.03848
